Agency,Agency Type,Distribution Channel,Product Name,Claim,Duration,Destination,Net Sales,Commision (in value),Gender,Age
JZI,Airlines,Online,Basic Plan,No,7,MALAYSIA,22,7.7,M,38
JZI,Airlines,Online,Basic Plan,No,95,CHINA,35,12.25,M,34
JZI,Airlines,Online,Basic Plan,No,2,INDONESIA,18,6.3,F,24
JZI,Airlines,Online,Value Plan,No,9,CHINA,58,20.3,M,54
JZI,Airlines,Online,Value Plan,No,52,UNITED STATES,96,33.6,M,53
CBH,Travel Agency,Offline,Comprehensive Plan,No,253,MALAYSIA,29,9.57,F,29
C2B,Airlines,Online,Bronze Plan,No,45,SINGAPORE,61.5,15.38,F,56
C2B,Airlines,Online,Bronze Plan,No,39,SINGAPORE,53.5,13.38,F,26
C2B,Airlines,Online,Bronze Plan,No,24,SINGAPORE,17,4.25,M,33
C2B,Airlines,Online,Bronze Plan,No,30,SINGAPORE,50.5,12.63,F,26
C2B,Airlines,Online,Bronze Plan,No,36,SINGAPORE,53.5,13.38,F,30
C2B,Airlines,Online,Bronze Plan,No,36,SINGAPORE,53.5,13.38,M,28
C2B,Airlines,Online,Bronze Plan,No,63,SINGAPORE,47,11.75,F,28
C2B,Airlines,Online,Bronze Plan,No,106,SINGAPORE,0,8.88,F,51
C2B,Airlines,Online,Bronze Plan,No,8,SINGAPORE,23.5,5.88,F,35
C2B,Airlines,Online,Bronze Plan,No,35,SINGAPORE,29.5,7.38,M,28
C2B,Airlines,Online,Bronze Plan,No,6,SINGAPORE,18,4.5,F,30
C2B,Airlines,Online,Bronze Plan,No,32,SINGAPORE,13.5,3.38,F,26
C2B,Airlines,Online,Bronze Plan,No,6,SINGAPORE,18,4.5,F,24
C2B,Airlines,Online,Bronze Plan,No,12,SINGAPORE,47,11.75,M,31
C2B,Airlines,Online,Silver Plan,No,31,SINGAPORE,100.5,25.13,F,41
C2B,Airlines,Online,Silver Plan,No,49,SINGAPORE,63.5,15.88,F,27
C2B,Airlines,Online,Silver Plan,Yes,5,SINGAPORE,18.5,4.63,F,65
C2B,Airlines,Online,Silver Plan,No,30,SINGAPORE,49,12.25,M,43
C2B,Airlines,Online,Silver Plan,No,10,SINGAPORE,67,16.75,F,40
C2B,Airlines,Online,Silver Plan,No,22,SINGAPORE,72,18,M,29
C2B,Airlines,Online,Gold Plan,No,32,SINGAPORE,142.5,35.63,M,41
C2B,Airlines,Online,Annual Silver Plan,No,364,SINGAPORE,252.85,63.21,F,30
C2B,Airlines,Online,Annual Silver Plan,No,369,SINGAPORE,187.85,46.96,F,36
C2B,Airlines,Online,Annual Silver Plan,No,365,SINGAPORE,252.85,63.21,M,31
JWT,Airlines,Online,Value Plan,No,2,INDIA,31,12.4,F,118
TTW,Travel Agency,Offline,Individual Comprehensive Plan,No,365,SINGAPORE,97,0,M,51
TTW,Travel Agency,Offline,Individual Comprehensive Plan,No,364,SINGAPORE,97,0,M,31
TTW,Travel Agency,Offline,Individual Comprehensive Plan,No,370,SINGAPORE,97,0,M,30
TTW,Travel Agency,Offline,Individual Comprehensive Plan,No,365,SINGAPORE,97,0,F,59
TTW,Travel Agency,Offline,Spouse or Parents Comprehensive Plan,No,365,SINGAPORE,86,0,F,50
JZI,Airlines,Online,Basic Plan,No,48,PHILIPPINES,37,12.95,F,34
JZI,Airlines,Online,Basic Plan,No,22,THAILAND,18,6.3,M,48
JZI,Airlines,Online,Basic Plan,No,12,HONG KONG,26,9.1,F,36
JZI,Airlines,Online,Basic Plan,No,5,THAILAND,22,7.7,M,67
JZI,Airlines,Online,Basic Plan,No,177,THAILAND,22,7.7,M,44
JZI,Airlines,Online,Basic Plan,No,3,THAILAND,18,6.3,M,40
JZI,Airlines,Online,Basic Plan,No,22,"KOREA, REPUBLIC OF",26,9.1,M,38
JZI,Airlines,Online,Basic Plan,No,13,CHINA,40,14,F,48
JZI,Airlines,Online,Basic Plan,No,12,INDIA,35,12.25,F,57
JZI,Airlines,Online,Basic Plan,No,2,MYANMAR,18,6.3,F,30
C2B,Airlines,Online,Bronze Plan,No,13,SINGAPORE,13.5,3.38,F,45
C2B,Airlines,Online,Bronze Plan,No,5,SINGAPORE,18,4.5,M,32
C2B,Airlines,Online,Bronze Plan,No,14,SINGAPORE,13.5,3.38,F,43
C2B,Airlines,Online,Bronze Plan,No,55,SINGAPORE,62,15.5,M,38
C2B,Airlines,Online,Bronze Plan,No,6,SINGAPORE,11.5,2.88,M,29
C2B,Airlines,Online,Bronze Plan,No,25,SINGAPORE,44.5,11.13,M,62
C2B,Airlines,Online,Bronze Plan,No,52,SINGAPORE,113,28.25,M,32
C2B,Airlines,Online,Bronze Plan,No,109,SINGAPORE,29.5,7.38,F,30
C2B,Airlines,Online,Bronze Plan,No,13,SINGAPORE,23,5.75,M,23
C2B,Airlines,Online,Bronze Plan,No,57,SINGAPORE,77,19.25,F,55
C2B,Airlines,Online,Bronze Plan,No,30,SINGAPORE,53.5,13.38,F,28
C2B,Airlines,Online,Bronze Plan,No,30,SINGAPORE,40.5,10.13,M,25
C2B,Airlines,Online,Bronze Plan,No,4,SINGAPORE,13.5,3.38,M,31
C2B,Airlines,Online,Bronze Plan,No,10,SINGAPORE,29.5,7.38,M,22
C2B,Airlines,Online,Bronze Plan,No,30,SINGAPORE,13.5,3.38,F,29
C2B,Airlines,Online,Bronze Plan,No,7,SINGAPORE,18,4.5,M,21
C2B,Airlines,Online,Bronze Plan,No,21,SINGAPORE,34.5,8.63,F,35
C2B,Airlines,Online,Bronze Plan,No,5,SINGAPORE,28.5,7.13,M,58
C2B,Airlines,Online,Bronze Plan,No,28,SINGAPORE,40.5,10.13,F,28
C2B,Airlines,Online,Bronze Plan,Yes,36,SINGAPORE,34.5,8.63,M,24
C2B,Airlines,Online,Bronze Plan,No,5,SINGAPORE,18,4.5,M,44
C2B,Airlines,Online,Bronze Plan,No,11,SINGAPORE,29.5,7.38,M,26
C2B,Airlines,Online,Bronze Plan,No,18,SINGAPORE,29.5,7.38,F,39
C2B,Airlines,Online,Bronze Plan,No,34,SINGAPORE,53.5,13.38,F,36
C2B,Airlines,Online,Bronze Plan,Yes,5,SINGAPORE,13.5,3.38,F,24
C2B,Airlines,Online,Silver Plan,No,34,SINGAPORE,78.5,19.63,M,33
C2B,Airlines,Online,Silver Plan,Yes,3,SINGAPORE,15,3.75,F,44
C2B,Airlines,Online,Silver Plan,No,21,SINGAPORE,63.5,15.88,F,37
C2B,Airlines,Online,Silver Plan,No,26,SINGAPORE,72,18,F,32
C2B,Airlines,Online,Silver Plan,No,7,SINGAPORE,24.5,6.13,F,38
C2B,Airlines,Online,Silver Plan,No,14,SINGAPORE,18.5,4.63,F,35
C2B,Airlines,Online,Silver Plan,No,11,SINGAPORE,54.5,13.63,F,29
C2B,Airlines,Online,Silver Plan,No,13,SINGAPORE,42,10.5,M,48
C2B,Airlines,Online,Silver Plan,No,20,SINGAPORE,40.5,10.13,F,35
C2B,Airlines,Online,Silver Plan,No,14,SINGAPORE,18.5,4.63,F,50
C2B,Airlines,Online,Silver Plan,No,175,SINGAPORE,116.5,29.13,M,35
C2B,Airlines,Online,Silver Plan,No,6,SINGAPORE,15,3.75,F,47
C2B,Airlines,Online,Silver Plan,No,4,SINGAPORE,18.5,4.63,M,32
C2B,Airlines,Online,Silver Plan,No,15,SINGAPORE,63.5,15.88,M,30
C2B,Airlines,Online,Silver Plan,No,36,SINGAPORE,63.5,15.88,M,40
C2B,Airlines,Online,Gold Plan,No,19,SINGAPORE,51,12.75,M,32
C2B,Airlines,Online,Gold Plan,No,5,SINGAPORE,35.5,8.88,M,25
C2B,Airlines,Online,Gold Plan,No,126,SINGAPORE,207,51.75,F,54
C2B,Airlines,Online,Gold Plan,No,7,SINGAPORE,27,6.75,M,28
C2B,Airlines,Online,Gold Plan,No,70,SINGAPORE,228.5,57.13,F,81
C2B,Airlines,Online,Annual Silver Plan,Yes,381,SINGAPORE,252.85,63.21,M,42
JWT,Airlines,Online,Value Plan,No,47,INDIA,31,12.4,M,118
JWT,Airlines,Online,Value Plan,No,5,INDIA,39,15.6,M,118
JWT,Airlines,Online,Value Plan,No,10,INDIA,93,37.2,M,118
KML,Travel Agency,Online,Value Plan,No,24,INDONESIA,28,10.64,F,48
KML,Travel Agency,Online,Premier Plan,No,5,INDONESIA,38,14.44,M,48
LWC,Travel Agency,Online,Single Trip Travel Protect Gold,No,7,THAILAND,40,26,M,29
LWC,Travel Agency,Online,Single Trip Travel Protect Gold,Yes,12,INDONESIA,47,30.55,M,40
TTW,Travel Agency,Offline,Individual Comprehensive Plan,No,364,SINGAPORE,97,0,M,42
TTW,Travel Agency,Offline,Individual Comprehensive Plan,No,369,AUSTRALIA,97,0,F,60
TTW,Travel Agency,Offline,Individual Comprehensive Plan,No,375,AUSTRALIA,97,0,F,49
TTW,Travel Agency,Offline,Individual Comprehensive Plan,No,364,AUSTRALIA,97,0,M,65
TTW,Travel Agency,Offline,Individual Comprehensive Plan,No,364,SINGAPORE,97,0,F,28
TTW,Travel Agency,Offline,Individual Comprehensive Plan,No,387,AUSTRALIA,97,0,F,34
TTW,Travel Agency,Offline,Individual Comprehensive Plan,No,365,SINGAPORE,97,0,M,29
TTW,Travel Agency,Offline,Spouse or Parents Comprehensive Plan,No,364,AUSTRALIA,86,0,F,61
JZI,Airlines,Online,Basic Plan,No,15,MALAYSIA,22,7.7,M,66
JZI,Airlines,Online,Basic Plan,No,20,CHINA,26,9.1,M,37
JZI,Airlines,Online,Basic Plan,No,6,MALAYSIA,18,6.3,M,52
JZI,Airlines,Online,Basic Plan,No,25,MALAYSIA,18,6.3,F,28
JZI,Airlines,Online,Basic Plan,No,5,MALAYSIA,22,7.7,M,60
JZI,Airlines,Online,Basic Plan,No,4,INDONESIA,0,7.7,M,38
JZI,Airlines,Online,Basic Plan,No,23,CHINA,56,19.6,M,40
JZI,Airlines,Online,Basic Plan,No,10,HONG KONG,22,7.7,F,73
JZI,Airlines,Online,Basic Plan,No,11,MYANMAR,18,6.3,M,31
JZI,Airlines,Online,Basic Plan,No,11,VIET NAM,22,7.7,M,41
JZI,Airlines,Online,Basic Plan,No,231,CHINA,44,15.4,F,37
JZI,Airlines,Online,Basic Plan,No,171,INDONESIA,33,11.55,F,40
JZI,Airlines,Online,Basic Plan,No,18,CHINA,26,9.1,M,20
JZI,Airlines,Online,Basic Plan,No,2,MALAYSIA,18,6.3,M,39
JZI,Airlines,Online,Basic Plan,No,12,THAILAND,22,7.7,M,52
JZI,Airlines,Online,Value Plan,No,12,UNITED KINGDOM,67,23.45,M,31
JZI,Airlines,Online,Value Plan,No,31,TURKEY,87,30.45,F,35
CSR,Travel Agency,Offline,Comprehensive Plan,No,97,MALAYSIA,29,9.57,F,55
C2B,Airlines,Online,Bronze Plan,No,82,SINGAPORE,35.5,8.88,M,36
C2B,Airlines,Online,Bronze Plan,Yes,20,SINGAPORE,23,5.75,F,30
C2B,Airlines,Online,Bronze Plan,No,37,SINGAPORE,13.5,3.38,F,22
C2B,Airlines,Online,Bronze Plan,No,104,SINGAPORE,18,4.5,F,44
C2B,Airlines,Online,Bronze Plan,No,17,SINGAPORE,18.9,4.72,M,62
C2B,Airlines,Online,Bronze Plan,No,14,SINGAPORE,17,4.25,M,56
C2B,Airlines,Online,Bronze Plan,No,14,SINGAPORE,17,4.25,F,54
C2B,Airlines,Online,Bronze Plan,No,67,SINGAPORE,53.5,13.38,F,47
C2B,Airlines,Online,Bronze Plan,No,19,SINGAPORE,35.5,8.88,M,34
C2B,Airlines,Online,Bronze Plan,No,13,SINGAPORE,23.5,5.88,F,25
C2B,Airlines,Online,Bronze Plan,No,15,SINGAPORE,23.5,5.88,F,28
C2B,Airlines,Online,Bronze Plan,No,15,SINGAPORE,13.5,3.38,M,30
C2B,Airlines,Online,Bronze Plan,No,8,SINGAPORE,17,4.25,M,34
C2B,Airlines,Online,Bronze Plan,No,6,SINGAPORE,13.5,3.38,F,41
C2B,Airlines,Online,Bronze Plan,No,62,SINGAPORE,62,15.5,F,39
C2B,Airlines,Online,Bronze Plan,No,8,SINGAPORE,13.5,3.38,F,27
C2B,Airlines,Online,Bronze Plan,No,11,SINGAPORE,17,4.25,M,22
C2B,Airlines,Online,Bronze Plan,No,137,SINGAPORE,34.5,8.63,M,28
C2B,Airlines,Online,Bronze Plan,No,10,SINGAPORE,13.5,3.38,M,37
C2B,Airlines,Online,Bronze Plan,No,53,SINGAPORE,94,23.5,F,31
C2B,Airlines,Online,Bronze Plan,No,5,SINGAPORE,13.5,3.38,M,25
C2B,Airlines,Online,Bronze Plan,No,13,SINGAPORE,13.5,3.38,F,36
C2B,Airlines,Online,Bronze Plan,No,6,SINGAPORE,57,14.25,M,29
C2B,Airlines,Online,Silver Plan,No,18,SINGAPORE,18.5,4.63,M,30
C2B,Airlines,Online,Silver Plan,No,19,SINGAPORE,56.7,14.18,F,24
C2B,Airlines,Online,Silver Plan,No,7,SINGAPORE,18.5,4.63,M,29
C2B,Airlines,Online,Silver Plan,No,12,SINGAPORE,18.5,4.63,M,35
C2B,Airlines,Online,Silver Plan,No,31,SINGAPORE,67,16.75,F,21
C2B,Airlines,Online,Silver Plan,No,30,SINGAPORE,32.5,8.13,M,30
C2B,Airlines,Online,Silver Plan,No,6,SINGAPORE,18.5,4.63,F,39
C2B,Airlines,Online,Silver Plan,No,10,SINGAPORE,18.5,4.63,F,32
C2B,Airlines,Online,Silver Plan,Yes,8,SINGAPORE,35.5,8.88,M,36
C2B,Airlines,Online,Silver Plan,No,31,SINGAPORE,84.5,21.13,F,52
C2B,Airlines,Online,Silver Plan,No,9,SINGAPORE,25,6.25,M,43
C2B,Airlines,Online,Silver Plan,No,47,SINGAPORE,127,31.75,F,24
C2B,Airlines,Online,Silver Plan,No,13,SINGAPORE,54.5,13.63,F,29
C2B,Airlines,Online,Silver Plan,No,11,SINGAPORE,33.5,8.38,F,41
C2B,Airlines,Online,Silver Plan,No,19,SINGAPORE,72,18,F,36
C2B,Airlines,Online,Gold Plan,No,32,SINGAPORE,142.5,35.63,M,69
C2B,Airlines,Online,Gold Plan,No,9,SINGAPORE,35.5,8.88,M,55
C2B,Airlines,Online,Gold Plan,No,176,SINGAPORE,357.5,89.38,M,24
C2B,Airlines,Online,Gold Plan,No,173,SINGAPORE,572.5,143.13,F,40
C2B,Airlines,Online,Annual Silver Plan,No,371,SINGAPORE,252.85,63.21,M,60
C2B,Airlines,Online,Annual Silver Plan,No,367,SINGAPORE,252.85,63.21,F,44
C2B,Airlines,Online,Annual Silver Plan,No,365,SINGAPORE,252.85,63.21,F,43
JWT,Airlines,Online,Value Plan,No,44,INDIA,50,20,M,118
JWT,Airlines,Online,Value Plan,No,9,INDIA,39,15.6,F,118
JWT,Airlines,Online,Value Plan,No,34,INDIA,39,15.6,M,118
JWT,Airlines,Online,Value Plan,No,142,INDIA,78,31.2,M,118
JWT,Airlines,Online,Value Plan,No,94,INDIA,31,12.4,F,118
JWT,Airlines,Online,Value Plan,No,2,INDIA,31,12.4,F,118
KML,Travel Agency,Online,Value Plan,No,45,INDONESIA,33,12.54,F,48
KML,Travel Agency,Online,Premier Plan,No,13,INDONESIA,38,14.44,M,48
RAB,Airlines,Online,Value Plan,No,22,BRUNEI DARUSSALAM,50,20,M,28
LWC,Travel Agency,Online,Single Trip Travel Protect Platinum,No,16,ARGENTINA,114,74.1,F,31
TTW,Travel Agency,Offline,Individual Comprehensive Plan,No,402,SINGAPORE,97,0,M,31
TTW,Travel Agency,Offline,Individual Comprehensive Plan,No,367,AUSTRALIA,97,0,F,28
TTW,Travel Agency,Offline,Individual Comprehensive Plan,No,366,SINGAPORE,97,0,F,40
TTW,Travel Agency,Offline,Individual Comprehensive Plan,No,368,AUSTRALIA,97,0,F,21
TTW,Travel Agency,Offline,Individual Comprehensive Plan,No,366,SINGAPORE,97,0,F,58
TTW,Travel Agency,Offline,Spouse or Parents Comprehensive Plan,No,366,SINGAPORE,86,0,M,62
JZI,Airlines,Online,Basic Plan,No,3,INDONESIA,18,6.3,F,39
JZI,Airlines,Online,Basic Plan,No,13,THAILAND,22,7.7,M,36
JZI,Airlines,Online,Basic Plan,No,7,THAILAND,30,10.5,M,44
JZI,Airlines,Online,Basic Plan,No,10,MYANMAR,22,7.7,M,33
JZI,Airlines,Online,Basic Plan,No,46,VIET NAM,22,7.7,F,45
JZI,Airlines,Online,Basic Plan,No,23,PHILIPPINES,18,6.3,F,37
JZI,Airlines,Online,Basic Plan,No,20,HONG KONG,26,9.1,M,53
JZI,Airlines,Online,Basic Plan,No,4,THAILAND,18,6.3,M,40
JZI,Airlines,Online,Basic Plan,No,2,INDONESIA,18,6.3,F,23
JZI,Airlines,Online,Basic Plan,No,229,MYANMAR,37,12.95,F,32
JZI,Airlines,Online,Basic Plan,No,8,CHINA,26,9.1,M,61
JZI,Airlines,Online,Basic Plan,No,11,HONG KONG,35,12.25,M,64
JZI,Airlines,Online,Basic Plan,No,8,CHINA,26,9.1,F,67
JZI,Airlines,Online,Basic Plan,No,10,THAILAND,22,7.7,M,42
JZI,Airlines,Online,Basic Plan,No,115,INDONESIA,33,11.55,F,33
JZI,Airlines,Online,Basic Plan,No,11,JAPAN,35,12.25,F,48
JZI,Airlines,Online,Basic Plan,No,82,AUSTRALIA,35,12.25,M,62
JZI,Airlines,Online,Basic Plan,No,34,HONG KONG,26,9.1,M,62
JZI,Airlines,Online,Basic Plan,No,20,CHINA,26,9.1,F,26
JZI,Airlines,Online,Value Plan,No,49,UNITED KINGDOM,109,38.15,M,36
JZI,Airlines,Online,Value Plan,No,8,CHINA,36,12.6,M,62
JZI,Airlines,Online,Value Plan,No,19,CHINA,45,15.75,M,52
JZI,Airlines,Online,Value Plan,No,82,FRANCE,181,63.35,F,25
JZI,Airlines,Online,Value Plan,No,31,"TAIWAN, PROVINCE OF CHINA",58,20.3,F,47
CSR,Travel Agency,Offline,Comprehensive Plan,No,146,MALAYSIA,29,9.57,F,26
CSR,Travel Agency,Offline,Comprehensive Plan,No,136,MALAYSIA,29,9.57,F,76
C2B,Airlines,Online,Bronze Plan,No,19,SINGAPORE,29.5,7.38,F,33
C2B,Airlines,Online,Bronze Plan,No,59,SINGAPORE,23.5,5.88,F,27
C2B,Airlines,Online,Bronze Plan,No,23,SINGAPORE,40.5,10.13,F,34
C2B,Airlines,Online,Bronze Plan,No,68,SINGAPORE,13.5,3.38,M,34
C2B,Airlines,Online,Bronze Plan,No,19,SINGAPORE,29.5,7.38,F,26
C2B,Airlines,Online,Bronze Plan,No,28,SINGAPORE,40.5,10.13,M,29
C2B,Airlines,Online,Bronze Plan,No,4,SINGAPORE,11.5,2.88,F,24
C2B,Airlines,Online,Bronze Plan,No,59,SINGAPORE,53.5,13.38,F,29
C2B,Airlines,Online,Bronze Plan,No,14,SINGAPORE,13.5,3.38,M,34
C2B,Airlines,Online,Bronze Plan,No,10,SINGAPORE,13.5,3.38,F,38
C2B,Airlines,Online,Bronze Plan,No,7,SINGAPORE,13.5,3.38,F,31
C2B,Airlines,Online,Bronze Plan,No,3,SINGAPORE,13.5,3.38,M,38
C2B,Airlines,Online,Bronze Plan,No,8,SINGAPORE,17,4.25,M,42
C2B,Airlines,Online,Bronze Plan,No,9,SINGAPORE,18,4.5,M,27
C2B,Airlines,Online,Bronze Plan,No,60,SINGAPORE,23.5,5.88,M,38
C2B,Airlines,Online,Bronze Plan,No,6,SINGAPORE,18,4.5,M,23
C2B,Airlines,Online,Bronze Plan,No,5,SINGAPORE,28.5,7.13,F,36
C2B,Airlines,Online,Bronze Plan,No,5,SINGAPORE,13.5,3.38,F,35
C2B,Airlines,Online,Bronze Plan,No,13,SINGAPORE,23.5,5.88,F,55
C2B,Airlines,Online,Bronze Plan,No,41,SINGAPORE,13.5,3.38,M,35
C2B,Airlines,Online,Bronze Plan,No,51,SINGAPORE,47,11.75,F,39
C2B,Airlines,Online,Bronze Plan,No,41,SINGAPORE,23.5,5.88,F,41
C2B,Airlines,Online,Bronze Plan,No,41,SINGAPORE,23.5,5.88,F,45
C2B,Airlines,Online,Bronze Plan,No,95,SINGAPORE,185,46.25,F,70
C2B,Airlines,Online,Bronze Plan,No,4,SINGAPORE,11.5,2.88,M,24
C2B,Airlines,Online,Bronze Plan,No,11,SINGAPORE,23.5,5.88,F,23
C2B,Airlines,Online,Bronze Plan,No,5,SINGAPORE,13.5,3.38,M,32
C2B,Airlines,Online,Bronze Plan,No,18,SINGAPORE,34.5,8.63,M,27
C2B,Airlines,Online,Bronze Plan,No,5,SINGAPORE,18,4.5,F,33
C2B,Airlines,Online,Bronze Plan,No,27,SINGAPORE,53.5,13.38,M,28
C2B,Airlines,Online,Bronze Plan,No,6,SINGAPORE,18,4.5,M,34
C2B,Airlines,Online,Bronze Plan,No,11,SINGAPORE,35.5,8.88,F,25
C2B,Airlines,Online,Bronze Plan,No,5,SINGAPORE,18,4.5,F,21
C2B,Airlines,Online,Silver Plan,No,9,SINGAPORE,25,6.25,F,35
C2B,Airlines,Online,Silver Plan,No,26,SINGAPORE,78.5,19.63,F,40
C2B,Airlines,Online,Silver Plan,No,4,SINGAPORE,18.5,4.63,M,22
C2B,Airlines,Online,Silver Plan,No,9,SINGAPORE,15,3.75,M,32
C2B,Airlines,Online,Silver Plan,No,62,SINGAPORE,164.5,41.13,F,37
C2B,Airlines,Online,Silver Plan,No,31,SINGAPORE,24.5,6.13,F,33
C2B,Airlines,Online,Silver Plan,No,39,SINGAPORE,84.5,21.13,F,37
C2B,Airlines,Online,Silver Plan,No,12,SINGAPORE,15,3.75,F,44
C2B,Airlines,Online,Silver Plan,No,9,SINGAPORE,0,6.13,M,35
C2B,Airlines,Online,Silver Plan,No,13,SINGAPORE,54.5,13.63,F,36
C2B,Airlines,Online,Silver Plan,No,12,SINGAPORE,18.5,4.63,F,32
C2B,Airlines,Online,Silver Plan,No,23,SINGAPORE,33.5,8.38,M,36
C2B,Airlines,Online,Silver Plan,No,15,SINGAPORE,54.5,13.63,F,50
C2B,Airlines,Online,Silver Plan,No,38,SINGAPORE,49.5,12.38,F,62
C2B,Airlines,Online,Silver Plan,No,5,SINGAPORE,24.5,6.13,M,38
C2B,Airlines,Online,Silver Plan,No,6,SINGAPORE,24.5,6.13,M,41
C2B,Airlines,Online,Silver Plan,No,5,SINGAPORE,18.5,4.63,F,27
C2B,Airlines,Online,Silver Plan,No,66,SINGAPORE,100.5,25.13,M,29
C2B,Airlines,Online,Silver Plan,No,12,SINGAPORE,15,3.75,F,26
C2B,Airlines,Online,Silver Plan,No,2,SINGAPORE,15,3.75,F,40
C2B,Airlines,Online,Silver Plan,No,68,SINGAPORE,18.5,4.63,F,33
C2B,Airlines,Online,Silver Plan,No,6,SINGAPORE,18.5,4.63,M,32
C2B,Airlines,Online,Gold Plan,No,12,SINGAPORE,76.5,19.13,M,31
C2B,Airlines,Online,Gold Plan,No,6,SINGAPORE,35.5,8.88,M,30
C2B,Airlines,Online,Gold Plan,No,3,SINGAPORE,21.5,5.38,M,50
C2B,Airlines,Online,Gold Plan,No,19,SINGAPORE,182,45.5,M,38
C2B,Airlines,Online,Annual Silver Plan,No,364,SINGAPORE,252.85,63.21,M,32
C2B,Airlines,Online,Annual Silver Plan,No,367,SINGAPORE,0,63.21,F,43
C2B,Airlines,Online,Annual Silver Plan,No,365,SINGAPORE,252.85,63.21,M,31
C2B,Airlines,Online,Annual Silver Plan,No,367,SINGAPORE,252.85,63.21,F,37
C2B,Airlines,Online,Annual Gold Plan,No,364,SINGAPORE,299.5,74.88,F,36
JWT,Airlines,Online,Value Plan,No,2,INDIA,31,12.4,M,118
JWT,Airlines,Online,Value Plan,No,10,INDIA,39,15.6,F,118
JWT,Airlines,Online,Value Plan,No,9,INDIA,31,12.4,M,118
KML,Travel Agency,Online,Value Plan,No,42,INDONESIA,48,18.24,F,48
RAB,Airlines,Online,Value Plan,No,4,BRUNEI DARUSSALAM,15,6,M,26
RAB,Airlines,Online,Value Plan,No,2,BRUNEI DARUSSALAM,15,6,M,40
LWC,Travel Agency,Online,Single Trip Travel Protect Gold,No,39,UNITED KINGDOM,76,49.4,F,31
TTW,Travel Agency,Offline,Individual Comprehensive Plan,No,374,SINGAPORE,97,0,M,62
TTW,Travel Agency,Offline,Individual Comprehensive Plan,No,365,SINGAPORE,97,0,F,63
TTW,Travel Agency,Offline,Individual Comprehensive Plan,No,440,AUSTRALIA,97,0,F,59
TTW,Travel Agency,Offline,Individual Comprehensive Plan,No,368,SINGAPORE,97,0,M,37
TTW,Travel Agency,Offline,Spouse or Parents Comprehensive Plan,No,374,SINGAPORE,86,0,F,56
JZI,Airlines,Online,Basic Plan,No,21,HONG KONG,26,9.1,M,50
JZI,Airlines,Online,Basic Plan,No,18,THAILAND,22,7.7,M,57
JZI,Airlines,Online,Basic Plan,No,61,"KOREA, REPUBLIC OF",40,14,F,37
JZI,Airlines,Online,Basic Plan,No,8,MALAYSIA,18,6.3,M,41
JZI,Airlines,Online,Basic Plan,No,5,VIET NAM,18,6.3,M,40
JZI,Airlines,Online,Basic Plan,No,10,MYANMAR,22,7.7,M,69
JZI,Airlines,Online,Basic Plan,No,17,CHINA,26,9.1,M,43
JZI,Airlines,Online,Basic Plan,No,17,CAMBODIA,22,7.7,M,44
JZI,Airlines,Online,Basic Plan,No,43,CHINA,50,17.5,M,37
JZI,Airlines,Online,Basic Plan,No,42,"KOREA, REPUBLIC OF",35,12.25,M,43
JZI,Airlines,Online,Basic Plan,No,7,PHILIPPINES,18,6.3,M,57
JZI,Airlines,Online,Basic Plan,No,6,MALAYSIA,18,6.3,M,38
JZI,Airlines,Online,Basic Plan,No,50,PHILIPPINES,18,6.3,F,41
JZI,Airlines,Online,Basic Plan,No,10,JAPAN,35,12.25,F,74
JZI,Airlines,Online,Basic Plan,No,315,CHINA,40,14,F,56
JZI,Airlines,Online,Basic Plan,No,27,THAILAND,22,7.7,F,58
JZI,Airlines,Online,Basic Plan,No,46,INDONESIA,22,7.7,M,35
JZI,Airlines,Online,Basic Plan,No,7,THAILAND,18,6.3,M,38
JZI,Airlines,Online,Value Plan,No,107,JAPAN,83,29.05,M,51
JZI,Airlines,Online,Value Plan,No,38,GERMANY,208,72.8,M,61
JZI,Airlines,Online,Value Plan,No,27,"KOREA, REPUBLIC OF",45,15.75,F,46
JZI,Airlines,Online,Value Plan,No,11,HONG KONG,36,12.6,M,70
C2B,Airlines,Online,Bronze Plan,No,13,SINGAPORE,47,11.75,F,28
C2B,Airlines,Online,Bronze Plan,No,4,SINGAPORE,18,4.5,F,40
C2B,Airlines,Online,Bronze Plan,No,31,SINGAPORE,18,4.5,F,53
C2B,Airlines,Online,Bronze Plan,No,29,SINGAPORE,17,4.25,F,32
C2B,Airlines,Online,Bronze Plan,No,103,SINGAPORE,89,22.25,F,28
C2B,Airlines,Online,Bronze Plan,No,18,SINGAPORE,29.5,7.38,M,23
C2B,Airlines,Online,Bronze Plan,No,39,SINGAPORE,23.5,5.88,F,52
C2B,Airlines,Online,Bronze Plan,No,5,SINGAPORE,13.5,3.38,M,57
C2B,Airlines,Online,Bronze Plan,No,39,SINGAPORE,93.6,23.4,F,41
C2B,Airlines,Online,Bronze Plan,No,3,SINGAPORE,11.5,2.88,F,42
C2B,Airlines,Online,Bronze Plan,No,58,SINGAPORE,53.5,13.38,F,32
C2B,Airlines,Online,Bronze Plan,No,19,SINGAPORE,62,15.5,F,38
C2B,Airlines,Online,Bronze Plan,No,4,SINGAPORE,13.5,3.38,M,27
C2B,Airlines,Online,Bronze Plan,No,18,SINGAPORE,53.5,13.38,M,32
C2B,Airlines,Online,Bronze Plan,No,13,SINGAPORE,29.5,7.38,M,29
C2B,Airlines,Online,Bronze Plan,No,17,SINGAPORE,53.5,13.38,M,33
