WeekOfMonth,WeekOfMonthClaimed,Age,PolicyNumber,RepNumber,Deductible,DriverRating,PoliceReportFiled,WitnessPresent,Year,FraudFound_P
4,4,44,7074,14,400,3,No,No,1995,0
4,5,28,7075,7,400,4,No,No,1995,0
2,4,27,7076,7,400,4,No,No,1995,1
2,2,63,7077,11,400,2,No,No,1995,0
4,2,28,7078,10,400,2,No,No,1995,0
3,3,34,7079,2,400,3,No,No,1995,0
3,4,24,7080,10,400,2,No,No,1995,0
3,4,45,7081,2,400,3,No,No,1995,0
2,3,37,7082,5,400,3,No,No,1995,0
2,2,38,7083,15,400,2,No,No,1995,0
2,4,55,7084,2,400,1,No,No,1995,0
2,4,26,7085,13,400,3,No,No,1995,0
2,1,50,7086,14,400,2,No,No,1995,0
1,1,28,7087,3,400,2,No,No,1995,0
2,2,42,7088,16,400,1,No,No,1995,0
2,4,41,7089,3,400,4,No,No,1995,0
1,4,54,7090,9,500,3,Yes,No,1995,0
2,2,40,7091,14,400,2,No,No,1995,0
1,4,36,7092,7,400,2,No,No,1995,0
4,1,35,7093,12,400,4,Yes,No,1995,0
4,3,54,7094,11,400,1,No,No,1995,0
3,3,41,7095,11,400,2,No,No,1995,0
2,2,27,7096,14,400,3,No,No,1995,0
2,4,44,7097,14,400,4,No,No,1995,0
4,4,26,7098,3,400,1,No,No,1995,0
2,2,43,7099,13,400,1,No,No,1995,0
2,2,29,7100,4,400,3,No,No,1995,0
4,4,31,7101,12,400,1,No,No,1995,0
4,4,44,7102,15,400,2,No,No,1995,0
3,4,50,7103,15,400,3,No,No,1995,0
3,3,41,7104,1,400,3,No,No,1995,0
2,3,27,7105,3,400,1,No,No,1995,0
2,2,67,7106,14,400,3,No,No,1995,0
2,2,58,7107,12,400,3,No,No,1995,1
5,1,39,7108,5,400,2,No,No,1995,0
1,1,29,7109,11,400,2,No,No,1995,0
5,1,69,7110,2,400,4,No,No,1995,0
5,1,52,7111,9,400,4,No,No,1995,0
4,4,52,7112,8,400,4,No,No,1995,0
4,5,28,7113,4,400,1,No,No,1995,0
4,1,55,7114,11,400,3,No,No,1995,0
4,4,33,7115,5,400,3,No,No,1995,0
2,3,41,7116,8,400,3,No,No,1995,0
3,4,29,7117,9,400,1,No,No,1995,0
3,3,35,7118,15,400,1,No,No,1995,0
2,1,34,7119,3,400,4,No,No,1995,0
2,4,35,7120,16,400,3,No,No,1995,0
1,3,40,7121,7,400,1,No,No,1995,0
1,3,46,7122,1,400,1,No,No,1995,0
4,3,22,7123,5,400,1,No,No,1995,0
2,4,61,7124,1,400,3,No,No,1995,0
2,3,31,7125,10,400,3,No,No,1995,0
4,5,36,7126,1,400,3,No,No,1995,0
1,1,38,7127,4,400,4,No,No,1995,0
1,1,37,7128,7,400,3,No,No,1995,0
2,2,26,7129,9,400,3,No,No,1995,0
4,2,75,7130,8,400,3,No,No,1995,0
2,3,63,7131,2,700,4,No,No,1995,0
3,3,42,7132,11,400,1,No,No,1995,0
2,3,40,7133,6,400,1,No,No,1995,0
5,1,32,7134,4,400,2,No,No,1995,0
2,3,34,7135,12,400,2,No,No,1995,1
3,4,44,7136,2,400,4,No,No,1995,0
5,2,37,7137,2,400,3,No,No,1995,0
5,4,32,7138,11,400,1,No,No,1995,0
5,5,36,7139,8,400,3,No,No,1995,0
1,1,37,7140,6,400,2,No,No,1995,0
4,4,40,7141,7,500,1,No,No,1995,0
4,4,32,7142,15,400,4,No,No,1995,0
4,4,31,7143,1,400,4,No,No,1995,0
1,1,40,7144,16,400,4,No,No,1995,0
1,1,26,7145,7,400,3,No,No,1995,0
3,2,41,7146,16,400,1,Yes,No,1995,0
5,1,60,7147,11,400,2,No,No,1995,0
3,3,31,7148,14,400,4,No,No,1995,0
2,2,58,7149,7,400,1,No,No,1995,0
2,2,41,7150,9,400,2,No,No,1995,0
5,1,31,7151,12,400,3,No,No,1995,0
4,1,29,7152,5,400,2,No,No,1995,0
3,1,54,7153,3,400,3,No,No,1995,0
1,2,45,7154,1,400,4,No,No,1995,0
3,3,37,7155,5,400,4,No,No,1995,0
3,3,28,7156,7,400,2,No,No,1995,0
3,3,25,7157,2,400,2,No,No,1995,0
3,1,40,7158,12,400,4,No,No,1995,0
2,4,46,7159,12,400,2,No,No,1995,0
2,3,29,7160,10,400,4,No,No,1995,1
5,1,33,7161,6,400,1,No,No,1995,0
5,4,27,7162,10,700,4,No,No,1995,0
2,4,54,7163,6,400,4,No,No,1995,0
3,4,52,7164,3,400,3,Yes,Yes,1995,0
3,3,44,7165,13,400,2,No,No,1995,0
2,2,35,7166,12,400,3,No,No,1995,1
3,4,50,7167,9,400,2,No,No,1995,0
3,3,36,7168,7,400,3,No,No,1995,0
2,2,61,7169,3,400,3,No,No,1995,0
2,3,26,7170,10,400,1,No,No,1995,0
2,3,43,7171,16,400,2,No,No,1995,0
3,1,42,7172,13,400,3,No,No,1995,0
3,3,45,7173,9,400,4,No,No,1995,0
3,4,54,7174,7,400,2,No,No,1995,0
1,1,63,7175,8,400,4,No,No,1995,0
3,3,37,7176,1,400,3,No,No,1995,0
2,2,21,7177,16,400,3,No,No,1995,0
2,2,55,7178,12,400,3,No,No,1995,0
4,1,41,7179,15,400,4,No,No,1995,0
1,1,39,7180,14,400,4,No,No,1995,0
2,3,33,7181,9,400,2,No,No,1995,1
5,1,46,7182,12,400,1,No,No,1995,0
4,5,54,7183,2,400,1,No,No,1995,0
1,2,44,7184,16,400,3,No,No,1995,0
1,3,48,7185,1,400,2,No,No,1995,0
3,3,53,7186,5,400,2,No,No,1995,0
3,5,42,7187,9,400,4,Yes,No,1995,0
3,3,33,7188,6,400,1,Yes,No,1995,0
5,2,44,7189,15,400,1,No,No,1995,0
2,2,33,7190,6,400,1,No,No,1995,0
1,2,34,7191,14,400,1,No,No,1995,0
4,4,40,7192,1,500,1,No,No,1995,0
4,1,53,7193,7,700,1,No,No,1995,0
3,3,50,7194,6,400,3,No,No,1995,0
1,2,45,7195,7,400,3,No,No,1995,0
2,2,45,7196,7,400,3,No,No,1995,0
5,1,29,7197,10,400,2,No,No,1995,0
3,3,40,7198,2,400,1,No,No,1995,0
1,1,28,7199,14,400,4,No,No,1995,0
5,1,44,7200,9,400,1,No,No,1995,0
5,1,61,7201,13,400,4,No,No,1995,0
3,3,31,7202,7,400,1,No,No,1995,0
2,2,26,7203,3,400,4,No,No,1995,0
1,2,75,7204,6,400,4,Yes,No,1995,0
5,4,41,7205,10,400,1,No,No,1995,0
4,4,76,7206,12,400,3,No,No,1995,0
3,3,39,7207,5,400,1,No,No,1995,0
2,2,30,7208,15,400,2,No,No,1995,0
1,2,34,7209,5,400,3,No,No,1995,0
3,3,38,7210,11,400,3,No,No,1995,0
4,1,21,7211,8,400,3,No,No,1995,0
2,2,40,7212,10,400,2,No,No,1995,0
3,3,30,7213,16,400,3,No,No,1995,1
1,1,60,7214,5,400,2,No,No,1995,0
3,3,22,7215,10,400,2,No,No,1995,0
3,4,42,7216,9,400,3,Yes,No,1995,0
2,2,27,7217,13,400,2,No,No,1995,0
3,3,33,7218,12,400,4,No,No,1995,0
4,4,30,7219,11,400,1,No,No,1995,0
1,2,29,7220,15,400,4,No,No,1995,0
3,3,26,7221,1,400,3,No,No,1995,0
3,1,53,7222,3,400,1,No,No,1995,0
1,4,29,7223,4,400,2,No,No,1995,0
1,1,78,7224,1,700,3,No,No,1995,0
5,1,53,7225,7,400,1,No,No,1995,0
1,1,29,7226,11,400,4,No,No,1995,0
3,4,44,7227,3,400,3,No,No,1995,0
2,3,38,7228,9,400,2,No,No,1995,0
3,3,60,7229,15,400,1,No,No,1995,0
3,3,46,7230,4,400,3,No,No,1995,1
1,4,28,7231,12,400,4,No,No,1995,0
1,1,49,7232,9,400,1,No,No,1995,0
3,3,23,7233,12,400,3,No,No,1995,0
3,4,64,7234,13,400,1,No,No,1995,0
3,4,32,7235,6,400,1,No,No,1995,0
2,3,33,7236,14,400,1,No,No,1995,0
4,5,70,7237,13,400,4,No,No,1995,0
2,3,55,7238,16,400,2,No,No,1995,0
4,2,43,7239,11,400,3,No,No,1995,0
2,3,49,7240,9,400,3,No,No,1995,0
3,3,27,7241,6,400,3,No,No,1995,0
3,4,35,7242,5,400,2,No,No,1995,0
3,3,39,7243,9,500,4,No,No,1995,0
2,2,46,7244,5,400,2,No,No,1995,0
2,2,32,7245,7,400,1,No,No,1995,0
1,2,43,7246,9,400,3,No,No,1995,0
1,1,26,7247,6,400,1,No,No,1995,0
4,1,38,7248,14,400,3,No,No,1995,0
4,4,32,7249,11,400,2,No,No,1995,0
1,2,40,7250,5,400,2,No,No,1995,0
3,1,44,7251,12,400,2,No,No,1995,0
4,4,54,7252,15,400,3,No,No,1995,0
4,1,26,7253,14,400,1,No,No,1995,0
4,4,32,7254,13,400,3,No,No,1995,0
3,4,46,7255,6,700,4,No,No,1995,0
3,3,44,7256,14,400,4,No,No,1995,0
2,2,59,7257,14,400,3,No,No,1995,0
1,2,30,7258,13,400,1,No,No,1995,0
2,2,53,7259,12,400,1,No,No,1995,0
3,3,30,7260,6,400,2,No,No,1995,0
4,4,64,7261,5,400,2,No,No,1995,0
4,4,58,7262,4,400,4,No,No,1995,0
1,3,38,7263,5,400,3,No,No,1995,0
1,1,33,7264,4,400,1,No,No,1995,0
1,1,29,7265,11,400,2,No,No,1995,0
1,1,34,7266,16,400,1,No,No,1995,0
1,1,34,7267,3,400,2,No,No,1995,0
3,3,46,7268,9,400,4,No,No,1995,0
3,3,49,7269,4,400,1,No,No,1995,0
4,5,0,7270,4,400,3,No,No,1995,0
4,2,32,7271,14,400,2,No,No,1995,0
2,2,61,7272,8,400,4,No,No,1995,0
2,1,33,7273,13,400,1,No,No,1995,0
3,1,29,7274,14,400,3,No,No,1995,0
4,4,44,7275,11,400,1,No,No,1995,0
4,4,36,7276,4,400,4,No,No,1995,0
1,2,48,7277,10,400,4,No,No,1995,0
1,1,39,7278,6,400,3,No,No,1995,0
2,1,30,7279,13,400,3,No,No,1995,0
3,1,44,7280,11,400,4,No,No,1995,0
3,3,38,7281,2,400,2,No,No,1995,0
2,3,39,7282,15,400,3,No,No,1995,0
1,4,30,7283,9,400,1,No,No,1995,0
1,2,75,7284,10,400,3,No,No,1995,0
3,1,24,7285,11,400,4,No,No,1995,0
3,4,42,7286,14,700,2,No,No,1995,0
4,4,36,7287,4,400,3,No,No,1995,0
4,1,0,7288,11,400,4,No,No,1995,0
1,1,39,7289,6,400,1,No,No,1995,0
2,2,40,7290,12,400,3,No,No,1995,0
3,5,37,7291,7,400,2,No,No,1995,0
3,3,0,7292,16,400,3,No,No,1995,0
2,2,33,7293,7,400,3,No,No,1995,0
4,4,24,7294,11,400,3,No,No,1995,0
4,5,51,7295,5,400,4,No,No,1995,0
3,3,30,7296,11,400,3,No,No,1995,0
3,4,33,7297,2,400,1,No,No,1995,0
3,4,33,7298,8,400,1,No,No,1995,0
4,3,55,7299,3,400,3,No,No,1995,0
4,4,44,7300,9,400,1,No,No,1995,0
1,5,34,7301,6,400,1,No,No,1995,0
1,2,59,7302,5,400,2,No,No,1995,0
1,2,38,7303,11,400,1,No,No,1995,0
2,2,44,7304,4,400,3,No,No,1995,0
3,3,37,7305,6,400,4,No,No,1995,0
4,4,34,7306,7,400,4,No,No,1995,0
3,4,45,7307,7,400,3,No,No,1995,0
4,2,18,7308,1,400,4,No,No,1995,0
5,1,38,7309,7,400,3,No,No,1995,0
5,1,25,7310,8,400,2,No,No,1995,0
1,1,31,7311,1,400,2,No,No,1995,0
1,1,26,7312,7,400,1,No,No,1995,0
1,2,35,7313,3,400,2,No,No,1995,0
1,2,51,7314,5,400,3,No,No,1995,0
2,3,27,7315,10,400,3,No,No,1995,0
3,4,26,7316,10,400,2,No,No,1995,0
3,4,35,7317,13,700,4,No,No,1995,1
1,3,50,7318,11,400,2,No,No,1995,0
5,2,49,7319,3,400,3,No,No,1995,0
5,1,52,7320,13,400,1,No,No,1995,0
4,1,21,7321,8,400,2,No,No,1995,0
4,4,50,7322,12,400,4,No,No,1995,0
4,4,27,7323,1,400,4,No,No,1995,0
2,2,35,7324,11,400,2,No,No,1995,0
3,4,64,7325,6,400,1,No,No,1995,1
5,5,33,7326,13,400,1,No,No,1995,0
3,3,45,7327,6,400,2,No,No,1995,0
3,4,30,7328,3,400,1,No,No,1995,0
3,3,39,7329,10,400,4,No,No,1995,0
2,3,53,7330,7,400,3,No,No,1995,0
2,2,44,7331,14,400,3,No,No,1995,0
2,2,57,7332,13,400,3,No,No,1995,0
1,1,59,7333,12,400,2,Yes,No,1995,0
1,1,44,7334,10,400,2,No,No,1995,0
1,1,34,7335,7,400,2,No,No,1995,0
1,3,40,7336,16,400,2,No,No,1995,0
3,3,42,7337,10,400,3,No,No,1995,1
3,3,31,7338,5,400,3,No,No,1995,0
4,2,41,7339,9,400,4,No,No,1995,0
1,1,47,7340,13,400,2,No,No,1995,0
1,1,55,7341,14,400,3,No,No,1995,0
1,1,39,7342,15,400,2,No,No,1995,0
3,4,21,7343,11,400,4,No,No,1995,0
2,3,28,7344,6,400,4,No,No,1995,0
2,2,30,7345,9,500,4,No,No,1995,0
2,2,51,7346,8,400,1,No,No,1995,0
5,1,58,7347,16,400,2,No,No,1995,0
1,4,0,7348,3,400,2,No,No,1995,0
2,2,65,7349,12,400,2,No,No,1995,0
2,3,32,7350,15,400,4,No,No,1995,0
3,3,32,7351,11,400,4,No,No,1995,0
2,2,26,7352,4,400,3,Yes,No,1995,0
2,2,30,7353,9,400,4,No,No,1995,0
1,1,49,7354,16,400,3,No,No,1995,0
1,1,35,7355,5,400,2,No,No,1995,0
1,1,25,7356,4,400,3,No,No,1995,0
4,5,35,7357,9,400,4,No,No,1995,0
4,4,35,7358,7,400,2,No,No,1995,0
4,4,59,7359,6,400,3,No,No,1995,0
3,4,28,7360,6,400,4,No,No,1995,1
3,4,43,7361,3,400,1,No,No,1995,0
3,4,48,7362,4,400,4,No,No,1995,0
2,4,34,7363,3,400,4,No,No,1995,0
2,1,53,7364,3,400,3,No,No,1995,0
1,1,30,7365,1,400,2,No,No,1995,0
1,2,51,7366,2,400,2,No,No,1995,0
4,2,55,7367,2,400,2,No,No,1995,0
4,5,43,7368,14,400,3,No,No,1995,0
3,3,26,7369,9,400,2,No,No,1995,0
3,3,29,7370,7,400,3,No,No,1995,0
1,2,41,7371,6,400,4,No,No,1995,0
1,4,32,7372,10,400,4,No,No,1995,0
1,1,65,7373,9,400,2,No,No,1995,0
1,2,32,7374,2,400,2,No,No,1995,0
1,2,64,7375,9,400,1,No,No,1995,0
4,3,37,7376,4,400,3,No,No,1995,0
4,4,0,7377,16,400,3,No,No,1995,0
2,2,41,7378,2,400,2,No,No,1995,0
3,3,41,7379,2,700,1,No,No,1995,0
3,4,56,7380,7,400,2,No,No,1995,0
2,2,24,7381,12,400,3,No,No,1995,0
4,5,0,7382,2,400,2,No,No,1995,0
4,4,30,7383,4,400,2,No,No,1995,0
2,2,42,7384,11,400,4,No,No,1995,0
4,1,54,7385,16,400,3,No,No,1995,0
4,4,30,7386,16,400,1,No,No,1995,0
4,3,38,7387,13,400,3,No,Yes,1995,0
2,2,46,7388,11,400,4,No,No,1995,0
2,2,26,7389,10,400,1,No,No,1995,0
2,3,0,7390,10,400,4,No,No,1995,0
2,2,80,7391,11,400,2,No,No,1995,0
5,5,59,7392,9,400,2,No,No,1995,0
4,4,35,7393,6,400,2,No,No,1995,0
4,4,53,7394,3,400,2,No,No,1995,0
4,4,42,7395,8,400,3,No,No,1995,1
3,3,34,7396,13,300,4,No,No,1995,1
3,3,36,7397,7,400,2,No,No,1995,0
3,5,33,7398,16,400,2,No,No,1995,0
2,4,33,7399,5,400,1,No,No,1995,0
4,4,32,7400,15,400,1,No,No,1995,0
4,5,45,7401,7,400,4,No,No,1995,0
3,4,57,7402,12,400,1,No,No,1995,0
2,2,27,7403,13,400,4,No,No,1995,0
4,5,28,7404,5,400,3,No,No,1995,0
3,5,42,7405,8,400,4,No,No,1995,0
4,1,53,7406,4,400,1,No,No,1995,0
1,1,55,7407,2,400,3,No,No,1995,0
3,5,63,7408,3,400,2,No,No,1995,0
4,4,26,7409,3,400,2,No,No,1995,1
2,3,45,7410,16,700,2,No,No,1995,0
2,2,33,7411,12,400,1,No,No,1995,0
1,1,40,7412,9,400,4,No,No,1995,0
2,2,50,7413,15,400,2,No,No,1995,0
4,4,40,7414,14,400,1,No,No,1995,0
4,5,59,7415,7,400,3,No,No,1995,0
5,2,40,7416,6,400,2,No,No,1995,0
1,1,39,7417,11,400,4,No,No,1995,0
2,2,61,7418,7,400,1,No,No,1995,0
1,1,26,7419,3,400,1,No,No,1995,0
1,1,51,7420,6,400,3,No,No,1995,0
1,3,40,7421,9,400,1,No,No,1995,0
4,5,27,7422,3,400,1,No,No,1995,0
4,5,49,7423,6,400,1,No,No,1995,1
3,3,37,7424,13,400,4,No,No,1995,0
2,2,33,7425,8,400,3,No,No,1995,0
3,3,44,7426,4,400,1,No,No,1995,0
2,3,29,7427,4,400,2,No,No,1995,0
4,4,31,7428,3,400,3,No,No,1995,1
1,3,41,7429,16,400,1,No,No,1995,0
4,4,0,7430,5,400,2,No,No,1995,0
2,3,36,7431,2,400,3,No,No,1995,0
4,4,45,7432,15,400,2,No,No,1995,0
4,4,63,7433,12,400,3,No,No,1995,0
4,4,58,7434,5,400,3,No,No,1995,0
1,1,29,7435,5,400,3,No,No,1995,0
1,1,36,7436,1,400,3,No,No,1995,0
3,2,49,7437,13,400,4,No,No,1995,0
2,4,43,7438,12,400,2,No,No,1995,0
5,1,23,7439,8,400,2,No,No,1995,0
4,4,27,7440,7,400,2,No,No,1995,1
2,2,70,7441,1,700,1,No,No,1995,0
5,2,31,7442,10,400,4,No,No,1995,0
2,3,70,7443,4,400,1,No,No,1995,0
5,5,59,7444,7,400,3,No,No,1995,0
3,3,51,7445,7,400,2,No,No,1995,0
4,5,33,7446,3,400,3,No,No,1995,0
2,3,33,7447,3,500,3,No,No,1995,0
2,2,37,7448,2,400,4,No,No,1995,0
2,4,23,7449,15,400,1,No,No,1995,0
1,2,28,7450,16,400,2,No,No,1995,0
2,3,47,7451,14,400,1,Yes,No,1995,0
1,4,52,7452,10,400,2,No,No,1995,0
1,2,37,7453,6,400,3,No,Yes,1995,0
1,3,22,7454,1,400,4,No,No,1995,0
1,2,37,7455,12,400,3,No,No,1995,0
1,3,26,7456,16,400,3,No,No,1995,0
4,5,35,7457,1,400,1,No,No,1995,0
4,4,60,7458,8,400,1,No,No,1995,0
1,5,0,7459,2,400,3,No,No,1995,0
1,1,33,7460,8,400,1,No,No,1995,0
4,4,31,7461,10,400,1,No,No,1995,1
4,4,45,7462,4,400,1,No,No,1995,1
2,2,45,7463,15,400,4,No,No,1995,0
1,1,32,7464,2,400,3,No,No,1995,0
1,2,38,7465,5,400,1,No,No,1995,0
4,4,32,7466,9,400,4,No,No,1995,1
4,1,19,7467,6,400,4,No,No,1995,0
3,3,56,7468,13,400,2,No,No,1995,0
2,2,26,7469,4,400,4,No,No,1995,0
5,1,50,7470,8,400,4,No,No,1995,0
4,1,41,7471,4,400,4,No,No,1995,0
3,4,56,7472,4,400,3,Yes,Yes,1995,0
2,3,0,7473,12,400,3,No,No,1995,0
4,4,46,7474,13,400,1,No,No,1995,0
2,3,29,7475,10,400,1,No,No,1995,0
5,1,29,7476,10,400,2,No,No,1995,0
4,2,50,7477,3,400,4,No,No,1995,1
2,2,47,7478,11,400,3,No,No,1995,0
4,4,42,7479,15,400,4,No,No,1995,0
2,3,27,7480,3,400,4,No,No,1995,0
5,2,0,7481,10,400,3,No,No,1995,0
3,2,40,7482,11,400,4,No,No,1995,0
4,2,42,7483,8,400,3,No,No,1995,0
4,1,26,7484,13,400,1,No,No,1995,0
2,2,37,7485,13,400,4,No,No,1995,0
3,3,66,7486,13,400,2,No,No,1995,0
3,4,45,7487,16,400,2,No,No,1995,0
3,3,35,7488,2,400,1,No,No,1995,0
2,2,51,7489,12,400,4,No,No,1995,0
2,2,45,7490,14,400,2,No,No,1995,0
5,1,45,7491,7,400,3,No,No,1995,0
2,3,33,7492,8,400,4,No,No,1995,0
3,3,44,7493,6,400,3,No,No,1995,0
4,1,47,7494,8,400,2,No,No,1995,0
4,4,68,7495,7,400,2,No,No,1995,1
4,5,41,7496,13,400,3,No,No,1995,0
5,5,62,7497,7,400,4,No,No,1995,0
5,1,53,7498,5,500,3,No,No,1995,0
4,2,32,7499,7,400,4,No,No,1995,1
1,2,45,7500,12,400,1,No,No,1995,0
2,2,33,7501,5,400,2,No,No,1995,0
4,1,29,7502,2,400,3,No,No,1995,0
1,1,73,7503,1,700,1,No,No,1995,0
1,2,34,7504,15,400,4,No,No,1995,0
4,1,31,7505,5,400,3,No,No,1995,1
4,4,40,7506,13,400,2,No,No,1995,0
1,2,64,7507,2,400,4,No,No,1995,0
3,3,47,7508,10,400,1,No,No,1995,0
5,1,35,7509,11,400,1,No,No,1995,0
4,5,57,7510,4,400,2,No,No,1995,0
1,3,41,7511,6,400,4,No,No,1995,0
2,2,32,7512,1,400,3,No,No,1995,0
2,2,59,7513,3,400,2,No,No,1995,0
2,2,37,7514,9,400,2,No,No,1995,0
3,3,73,7515,16,400,4,No,No,1995,0
3,3,50,7516,11,400,3,No,No,1995,0
3,3,52,7517,5,400,3,No,No,1995,0
3,4,70,7518,10,400,2,No,No,1995,0
3,4,29,7519,4,400,1,No,No,1995,0
4,4,36,7520,12,400,3,No,No,1995,0
5,5,33,7521,12,400,1,No,No,1995,0
5,2,29,7522,3,400,2,No,No,1995,1
5,4,28,7523,11,400,3,No,No,1995,1
1,3,59,7524,8,400,1,No,No,1995,0
2,2,22,7525,14,400,4,Yes,No,1995,0
2,2,32,7526,2,400,2,No,No,1995,0
3,3,47,7527,2,400,1,No,No,1995,0
2,2,64,7528,9,400,4,Yes,No,1995,0
3,3,34,7529,4,400,4,No,No,1995,0
1,3,22,7530,12,400,3,No,No,1995,0
3,4,24,7531,13,400,2,No,No,1995,0
3,4,47,7532,2,400,4,No,No,1995,0
3,4,33,7533,9,400,2,No,No,1995,0
3,3,43,7534,8,700,2,No,No,1995,0
3,4,28,7535,16,400,2,Yes,No,1995,0
1,1,40,7536,14,400,1,No,No,1995,0
5,1,23,7537,1,400,2,No,No,1995,0
4,3,31,7538,7,400,2,No,No,1995,0
4,5,26,7539,11,400,3,No,No,1995,0
2,3,26,7540,15,400,2,No,No,1995,0
5,1,37,7541,9,400,1,Yes,No,1995,0
5,5,25,7542,7,400,2,No,No,1995,0
4,4,58,7543,4,400,4,No,No,1995,0
4,5,34,7544,8,400,1,No,No,1995,0
4,4,26,7545,13,400,1,No,No,1995,0
3,4,35,7546,11,400,4,No,No,1995,0
2,3,40,7547,3,400,3,No,No,1995,0
2,4,36,7548,8,400,3,No,Yes,1995,0
1,1,50,7549,12,500,3,No,No,1995,0
2,3,47,7550,12,400,3,No,No,1995,0
1,4,30,7551,13,400,2,No,No,1995,0
5,4,74,7552,7,400,3,No,No,1995,0
5,1,52,7553,9,400,2,No,No,1995,0
5,1,30,7554,16,400,1,No,No,1995,0
5,3,60,7555,3,400,4,No,No,1995,1
5,2,59,7556,11,400,1,No,No,1995,1
3,3,44,7557,15,400,1,No,No,1995,0
3,3,28,7558,9,400,4,No,No,1995,0
5,1,30,7559,1,400,3,No,No,1995,1
2,2,42,7560,7,400,2,No,No,1995,0
2,1,60,7561,1,400,3,No,No,1995,0
2,2,47,7562,4,400,4,No,No,1995,0
5,4,27,7563,12,400,3,No,No,1995,0
4,1,45,7564,5,400,2,No,No,1995,0
4,4,32,7565,2,400,2,No,No,1995,0
3,3,71,7566,8,400,1,No,No,1995,0
1,1,35,7567,1,400,4,No,No,1995,0
5,1,26,7568,14,400,1,No,No,1995,1
3,4,34,7569,9,400,4,No,No,1995,0
3,3,66,7570,13,400,3,No,No,1995,0
3,3,58,7571,3,400,3,No,No,1995,0
2,2,32,7572,4,400,1,No,No,1995,0
2,2,55,7573,10,400,4,No,No,1995,0
1,2,29,7574,13,400,4,No,No,1995,0
1,3,54,7575,2,400,4,No,No,1995,0
1,1,29,7576,14,400,1,No,No,1995,0
5,1,33,7577,15,400,3,No,No,1995,0
5,2,39,7578,7,400,1,No,No,1995,0
4,4,48,7579,14,400,4,No,No,1995,0
3,3,34,7580,2,400,4,No,No,1995,0
3,2,36,7581,7,400,2,No,No,1995,0
5,1,36,7582,1,400,2,No,No,1995,0
3,3,53,7583,4,400,1,No,No,1995,0
5,1,26,7584,6,400,3,No,No,1995,1
5,1,29,7585,15,400,1,No,No,1995,0
5,1,50,7586,8,400,3,No,No,1995,0
4,1,28,7587,13,400,4,No,No,1995,0
3,1,45,7588,4,400,1,No,No,1995,0
5,1,22,7589,6,400,4,No,No,1995,0
2,2,24,7590,10,400,3,No,No,1995,0
4,1,54,7591,15,400,1,No,No,1995,0
2,3,44,7592,1,400,4,No,No,1995,0
5,1,39,7593,9,400,3,No,No,1995,0
4,1,47,7594,11,400,1,No,No,1995,0
4,2,44,7595,14,400,1,No,No,1995,0
3,5,41,7596,10,400,2,No,No,1995,0
3,1,55,7597,4,400,2,No,No,1995,0
2,2,26,7598,10,400,1,No,No,1995,0
5,1,64,7599,11,400,1,No,No,1995,0
2,3,48,7600,9,500,1,No,No,1995,0
3,3,60,7601,11,400,1,No,No,1995,0
2,2,53,7602,3,400,4,No,No,1995,0
5,1,41,7603,1,400,1,No,No,1995,0
4,5,27,7604,3,400,4,No,No,1995,0
4,4,30,7605,4,400,4,No,No,1995,0
4,4,27,7606,15,400,1,No,No,1995,0
3,3,71,7607,16,400,1,No,No,1995,0
2,3,42,7608,4,400,1,No,No,1995,0
1,2,26,7609,13,400,4,No,No,1995,0
5,1,29,7610,4,400,1,No,No,1995,0
5,5,55,7611,14,400,2,No,No,1995,0
5,1,46,7612,16,400,1,No,No,1995,1
4,5,50,7613,4,400,4,No,No,1995,0
2,3,0,7614,14,400,1,Yes,No,1995,0
1,2,21,7615,1,400,3,No,No,1995,0
3,3,35,7616,3,400,3,No,No,1995,0
3,3,51,7617,7,400,1,No,No,1995,0
2,2,62,7618,12,400,1,No,No,1995,0
5,1,28,7619,14,400,1,No,No,1995,1
5,5,65,7620,1,400,2,No,No,1995,0
3,3,29,7621,3,400,4,No,No,1995,0
4,4,63,7622,4,400,3,No,No,1995,0
1,1,46,7623,9,400,4,No,No,1995,0
3,4,60,7624,16,400,1,No,No,1995,0
5,3,19,7625,14,400,1,No,No,1995,0
1,3,34,7626,14,400,1,No,No,1995,0
1,1,59,7627,2,700,2,No,No,1995,0
5,1,53,7628,13,400,2,No,No,1995,0
4,2,63,7629,12,400,3,No,No,1995,0
3,4,52,7630,15,400,3,No,No,1995,0
3,3,28,7631,11,400,4,No,No,1995,0
1,1,53,7632,15,400,4,No,No,1995,0
2,2,38,7633,13,400,3,No,No,1995,0
2,5,45,7634,13,400,4,No,No,1995,0
3,3,0,7635,15,400,1,No,No,1995,0
3,5,35,7636,12,400,2,No,No,1995,0
1,1,61,7637,1,400,1,No,No,1995,0
1,1,49,7638,8,400,4,No,No,1995,0
3,2,54,7639,10,400,4,No,No,1995,0
2,3,34,7640,13,400,4,No,No,1995,0
4,3,24,7641,4,400,1,No,No,1995,0
2,3,68,7642,4,400,1,No,No,1995,0
5,5,23,7643,1,400,2,No,No,1995,0
2,4,27,7644,1,400,1,No,No,1995,0
2,3,32,7645,5,400,2,No,No,1995,0
4,4,55,7646,12,400,1,No,No,1995,0
5,4,39,7647,15,400,4,No,No,1995,0
3,3,46,7648,7,400,2,No,No,1995,0
4,4,39,7649,1,400,4,No,No,1995,0
2,2,29,7650,6,400,1,No,No,1995,0
3,3,45,7651,3,500,4,No,No,1995,1
