is_male,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Policy_Sales_Channel,Vintage,Annual_Premium,claim
0,72,1,43,0,6,1,124,66,37834,0
1,22,1,8,1,12,0,152,216,40179,0
0,39,1,28,0,6,1,124,258,73440,1
1,62,1,28,1,6,1,26,58,2630,0
0,25,1,1,1,12,0,152,157,2630,0
0,75,1,28,0,6,1,122,276,27569,0
1,25,1,11,1,12,0,152,290,22955,0
1,35,1,15,1,6,0,152,108,23398,0
0,42,1,28,0,6,1,26,29,43639,1
1,61,1,36,1,6,0,26,166,2630,0
1,30,1,8,0,12,1,156,228,66210,0
1,32,1,32,1,12,0,152,190,30883,0
1,60,1,35,0,6,1,26,276,34402,1
0,69,1,28,0,24,1,26,198,33957,1
0,38,1,21,0,6,0,152,134,18204,0
1,56,1,37,0,6,1,124,160,27550,0
0,48,1,43,0,6,1,26,189,44894,0
1,20,1,28,0,6,1,157,46,22125,1
0,28,1,8,0,6,1,26,136,47742,0
0,25,1,28,1,12,0,152,243,25210,0
1,54,1,46,0,6,1,11,269,35469,0
1,49,1,35,1,6,1,154,298,2630,0
0,21,1,50,0,12,1,160,242,40089,0
1,67,1,18,0,6,1,124,106,40277,0
1,68,1,28,1,6,0,26,78,48286,0
0,21,1,46,0,12,1,152,248,27915,0
1,33,1,28,0,6,0,124,27,42889,0
0,65,1,28,0,6,1,26,257,39728,1
1,41,1,28,1,6,0,124,103,26094,0
1,61,1,48,0,6,1,124,121,2630,0
0,40,1,46,1,6,0,26,238,35837,0
0,60,1,28,0,6,1,26,136,44272,0
1,23,1,8,1,12,0,152,61,56631,0
0,41,1,28,1,6,0,19,250,32515,0
0,37,1,28,0,24,1,124,138,54122,0
1,52,1,28,0,24,1,124,159,50941,0
1,24,1,45,0,12,1,152,159,21313,0
0,24,1,13,0,12,0,152,123,2630,0
1,45,1,28,0,6,0,26,75,23946,0
1,42,1,28,0,6,1,124,132,24451,0
1,20,1,13,0,12,1,160,293,18765,0
0,23,1,49,0,12,1,152,70,42194,0
1,51,1,28,0,6,0,124,249,31639,0
1,46,1,28,0,6,1,124,187,72004,1
1,22,1,3,1,12,0,160,224,58754,0
0,34,1,46,0,6,1,157,269,29947,0
1,21,1,36,0,12,1,160,147,2630,1
1,56,1,28,0,6,1,26,128,31255,0
1,45,1,28,0,6,1,26,213,25866,0
1,27,1,25,1,12,0,152,84,25727,0
0,22,1,13,0,12,1,160,14,22260,0
1,64,1,15,0,6,1,26,116,30135,0
1,44,1,28,1,6,0,124,90,33483,0
0,22,1,8,0,12,0,160,295,58543,0
1,22,1,8,1,12,0,152,180,78418,0
1,24,1,46,0,6,1,124,90,27902,1
0,25,1,25,1,12,0,152,256,39945,0
1,29,1,11,1,12,0,152,84,33748,0
0,25,1,8,0,12,1,152,25,29896,0
0,22,1,46,1,12,0,152,34,38371,0
1,40,1,46,1,6,0,124,154,27242,0
0,22,1,50,1,12,0,152,189,28560,0
0,69,1,28,0,24,1,26,18,53335,0
1,52,1,13,0,6,1,26,293,26393,0
0,26,1,23,1,12,0,152,42,31288,0
0,69,1,41,1,6,0,124,19,31912,0
1,21,1,8,1,12,0,152,77,36052,0
1,53,1,28,1,6,0,26,251,34302,0
0,60,1,50,0,6,1,8,286,27640,0
1,27,1,6,1,12,0,152,234,25672,0
0,35,1,30,1,6,0,152,231,25913,0
1,44,1,15,0,6,1,124,80,33192,0
1,50,1,28,0,6,1,124,233,32114,1
1,34,1,50,1,6,0,8,119,28044,0
0,23,1,35,1,12,0,152,264,33464,0
0,27,1,28,1,12,0,152,64,48661,0
0,24,1,47,0,12,1,26,88,28111,0
1,23,1,46,1,12,0,152,90,28919,0
1,22,1,14,0,6,1,124,31,25129,0
0,25,1,14,0,12,0,152,37,31310,0
1,47,1,36,0,6,1,124,201,2630,0
1,26,1,21,0,12,1,152,149,27281,1
0,36,1,28,0,6,1,124,217,43321,1
0,22,1,8,0,12,1,152,250,48440,0
0,61,1,29,0,6,1,120,121,39509,1
1,22,1,17,1,12,0,152,36,30730,0
1,58,1,41,0,24,1,12,88,48935,0
1,59,1,46,0,6,0,26,228,33655,0
0,22,1,8,1,12,0,160,117,35732,0
0,23,1,21,1,12,0,152,228,28128,0
1,78,1,1,1,6,0,26,82,2630,0
1,23,1,46,1,12,0,152,275,20502,0
1,61,1,28,1,6,0,124,222,53017,0
0,29,1,30,1,12,0,152,156,36909,0
0,73,1,28,0,6,0,26,221,34081,0
0,52,1,9,0,6,1,156,266,2630,0
0,53,1,28,0,24,1,26,57,50256,0
1,53,1,35,1,6,0,152,256,46622,0
0,36,1,28,0,6,1,26,166,30425,1
0,25,1,41,1,12,1,152,212,26791,0
0,60,1,24,0,6,1,26,172,2630,0
1,39,1,28,0,24,1,124,243,40679,0
1,41,1,5,0,6,1,152,31,31407,0
1,30,1,3,0,6,1,155,167,33002,1
1,67,1,46,0,6,1,124,20,26284,0
0,47,1,28,0,6,1,26,172,28941,1
0,49,1,13,0,6,1,26,260,2630,1
1,29,1,49,0,12,0,152,280,32550,0
1,36,1,28,0,6,0,26,40,2630,0
0,58,1,8,0,6,0,124,57,42894,0
1,48,1,19,0,6,1,124,229,42838,0
0,45,1,28,0,6,1,124,47,52298,1
1,42,1,3,0,6,1,124,127,2630,0
1,55,1,11,1,6,0,26,136,40776,0
1,40,1,20,0,6,1,124,217,2630,0
0,42,1,28,0,6,1,26,235,30314,0
0,26,1,21,1,12,0,152,216,37844,0
1,21,1,46,0,12,1,154,49,41583,0
0,68,1,35,0,6,1,124,176,33302,0
0,76,1,28,0,6,1,122,22,25969,0
0,22,1,36,1,12,0,152,161,34302,0
0,43,1,18,0,6,1,26,237,37205,0
1,59,1,28,0,24,1,26,129,59984,0
1,24,1,29,1,12,0,152,127,52496,0
1,80,1,14,0,6,1,122,157,22754,0
1,24,1,36,1,12,0,152,55,30686,0
1,52,1,19,0,6,1,124,183,41780,0
1,25,1,13,1,12,0,152,32,18804,0
0,24,1,41,1,12,0,152,42,36482,0
1,63,1,28,1,6,0,26,279,25548,0
1,71,1,41,0,6,1,26,98,35833,0
1,65,1,28,0,6,1,124,131,31547,0
1,55,1,28,0,6,1,124,59,33638,0
1,50,1,41,1,6,0,122,156,35880,0
1,36,1,32,0,6,1,124,45,48979,1
1,62,1,28,0,24,1,122,296,55704,0
0,51,1,43,0,6,1,26,12,43361,0
1,53,1,39,0,6,1,124,33,27997,0
1,47,1,11,1,6,0,26,287,37092,0
0,26,1,8,1,12,0,152,198,31056,0
1,41,1,28,0,6,1,124,119,28188,1
1,70,1,28,1,6,1,124,223,35873,0
1,52,1,48,0,6,1,124,97,2630,0
1,21,1,36,1,12,0,152,288,31416,0
0,42,1,8,0,24,1,124,122,40472,0
0,36,1,11,1,6,0,152,196,22113,0
0,21,1,41,0,12,1,152,63,31743,0
0,23,1,26,1,12,0,152,221,46129,0
1,59,1,0,0,6,1,124,284,2630,0
0,23,1,46,1,12,1,26,49,27673,0
1,24,1,10,1,12,0,152,49,24377,0
0,41,1,28,0,6,1,26,223,45633,1
1,67,1,28,0,6,1,122,29,53757,0
0,21,1,8,0,12,1,26,271,2630,0
1,47,1,12,0,6,1,26,26,29775,1
1,58,1,28,0,24,1,124,127,42939,0
1,24,1,28,1,6,1,157,237,2630,0
0,40,1,8,0,6,0,7,42,30882,0
0,21,1,47,0,12,1,152,237,2630,0
0,22,1,50,0,12,0,152,288,36147,0
0,45,1,28,0,6,0,122,71,44264,0
1,75,1,28,0,6,1,125,261,44492,0
0,27,1,34,0,12,1,152,181,36668,0
1,71,1,28,0,6,1,13,208,38551,0
0,51,1,28,0,6,1,124,257,48658,0
1,56,1,28,1,6,0,124,210,2630,0
1,44,1,25,1,6,0,124,14,2630,0
1,28,1,32,1,12,1,160,32,34022,0
0,30,1,49,1,12,0,26,45,22181,0
1,36,1,33,1,6,1,124,287,33901,0
1,62,1,28,0,24,1,26,47,44402,0
1,68,1,46,0,6,1,124,72,19833,1
0,45,1,28,0,6,1,122,126,38680,0
1,43,1,28,0,6,1,26,250,2630,1
1,46,1,28,1,6,0,52,24,2630,0
1,56,1,8,1,6,0,26,201,38090,0
1,28,1,41,1,12,0,152,86,51297,0
1,39,1,8,0,6,1,124,250,32775,0
0,24,1,49,0,12,1,152,284,33029,0
0,45,1,28,0,6,1,26,78,37388,1
0,20,1,11,0,12,1,160,61,2630,0
1,79,1,8,0,6,0,7,195,31956,0
0,22,1,8,1,12,0,152,138,33643,0
1,42,1,31,0,6,1,124,84,2630,1
1,66,1,41,1,6,0,26,168,54794,0
1,66,1,28,1,6,0,24,127,38239,0
1,35,1,41,0,6,1,124,31,42783,1
0,21,1,32,0,12,0,152,171,26738,0
1,24,1,4,0,12,1,152,228,33431,0
1,52,1,31,1,6,1,26,86,2630,0
1,42,1,19,0,6,1,124,14,28063,0
0,41,1,50,0,6,1,124,30,23422,0
1,58,1,24,0,6,1,124,158,23882,1
1,39,1,8,0,6,1,26,174,37566,1
0,22,1,30,1,12,0,152,281,2630,0
1,21,1,14,1,12,0,152,94,2630,0
1,21,1,21,1,12,0,152,217,31124,0
0,28,1,49,0,12,1,160,103,2630,0
0,46,1,45,1,6,0,152,208,30855,0
1,69,1,17,0,6,1,124,55,46150,1
0,22,1,3,0,12,1,152,198,23679,0
0,32,1,28,0,6,1,122,226,37991,0
1,45,1,8,0,6,1,7,298,48317,1
1,25,1,50,0,12,1,26,33,35506,0
0,49,1,8,0,6,1,124,33,25857,0
0,44,1,15,1,6,0,152,228,28772,0
0,23,1,10,0,12,0,151,20,24639,0
1,38,1,41,0,6,1,124,204,33801,0
1,46,1,28,0,6,1,26,102,37023,1
1,43,1,8,1,6,0,26,245,33872,0
1,27,1,29,0,6,1,156,162,2630,0
0,68,1,41,1,6,0,26,107,46982,0
0,64,1,28,0,24,1,25,146,64378,1
0,44,1,8,0,6,0,7,292,34655,0
1,31,1,41,0,12,1,154,41,66489,0
0,24,1,6,1,12,0,152,120,28841,0
1,24,1,8,1,12,0,152,167,42712,0
1,58,1,41,0,6,1,120,12,38094,0
0,49,1,8,0,6,1,26,145,46963,0
0,23,1,34,1,12,1,26,148,34697,0
1,20,1,21,0,6,1,124,212,32633,0
0,73,1,28,0,6,1,26,66,59231,0
1,21,1,15,1,12,0,160,91,33196,0
1,25,1,41,1,12,0,152,161,46715,0
0,33,1,50,1,6,0,18,48,28313,0
0,24,1,47,0,12,1,152,141,35046,0
0,32,1,28,0,12,1,124,281,45134,0
0,74,1,28,0,6,1,29,221,27247,1
0,24,1,13,0,12,1,152,39,35146,0
1,22,1,50,0,12,1,152,222,2630,0
1,38,1,28,1,6,0,26,245,30508,0
1,29,1,15,1,12,0,152,150,24060,0
1,46,1,15,0,24,1,157,15,2630,0
1,43,1,19,0,6,1,124,190,23119,0
0,24,1,8,0,12,1,152,201,60175,0
1,42,1,28,0,6,1,13,134,44885,1
1,25,1,11,1,12,0,152,55,31900,0
1,33,1,41,1,12,0,152,201,28754,0
0,70,1,32,0,6,1,124,77,26295,0
0,74,1,7,0,6,1,163,148,2630,0
0,41,1,28,0,6,1,122,34,51236,0
0,64,1,41,1,6,0,124,84,2630,0
0,36,1,28,0,6,0,124,242,32819,0
0,45,1,28,0,6,1,26,24,42398,0
1,25,1,28,0,12,1,151,88,38460,0
0,29,1,36,0,12,1,152,292,43706,0
0,68,1,28,1,6,0,124,155,37925,0
0,43,1,7,0,6,1,124,268,32411,0
1,46,1,47,0,6,1,26,229,2630,0
0,41,1,20,0,6,1,13,102,2630,0
0,47,1,28,0,6,1,154,288,50322,0
1,24,1,47,0,12,0,151,112,41519,0
0,39,1,28,0,6,1,26,232,33817,1
1,71,1,28,0,6,0,26,137,22544,0
1,26,1,30,0,12,1,152,222,40305,0
0,79,1,28,0,6,1,13,171,40479,0
0,26,1,13,1,12,0,152,197,36985,0
1,24,1,12,1,12,0,152,78,34334,0
1,43,1,33,0,6,1,26,22,32044,0
0,22,1,3,0,12,1,152,242,24661,0
0,25,1,28,0,12,0,152,240,44722,0
1,21,1,7,0,12,1,160,127,45162,0
0,23,1,41,1,12,0,152,103,35583,0
0,73,1,28,0,6,1,26,268,62245,0
1,21,1,8,0,12,1,152,98,32559,0
0,23,1,50,1,12,0,152,126,31714,0
1,22,1,41,1,12,0,152,134,16203,0
0,20,1,49,0,12,0,160,185,2630,0
1,55,1,36,1,6,0,124,111,48895,0
1,64,1,8,0,6,1,124,63,30009,0
0,36,1,28,0,6,0,29,177,33845,0
1,60,1,28,0,6,1,52,194,42839,0
1,29,1,8,1,12,0,160,64,26412,0
0,43,1,28,0,6,1,124,125,34940,1
0,44,1,28,0,6,1,122,171,36182,0
1,25,1,3,1,12,0,152,271,22875,0
0,28,1,41,1,12,0,160,279,18572,0
1,39,1,37,1,6,1,157,206,2630,0
0,21,1,43,0,12,1,160,262,54782,0
0,42,1,28,0,6,1,124,199,32488,0
1,25,1,36,0,12,1,163,105,43781,1
1,25,1,28,0,12,1,152,236,67888,0
0,44,1,28,1,6,0,124,234,27124,0
1,40,1,28,0,6,1,124,224,45284,1
1,22,1,39,1,12,0,152,37,38713,0
1,25,1,15,1,12,0,152,266,48742,0
0,25,1,36,0,12,1,152,80,28334,0
1,62,1,28,0,24,1,26,261,55744,0
0,23,1,46,1,12,0,152,108,26622,0
0,23,1,33,0,12,0,1,89,2630,0
1,22,1,11,1,12,0,152,172,36088,0
0,76,1,46,0,6,1,156,159,2630,0
1,53,1,28,0,6,1,26,31,29686,1
1,38,1,46,1,6,1,124,245,27676,0
0,66,1,28,1,6,1,124,265,44212,0
1,48,1,8,0,6,1,7,230,2630,0
1,53,1,28,0,6,1,26,195,37444,0
0,23,1,2,0,12,1,26,136,21721,0
0,21,1,46,0,12,1,160,214,32644,0
1,62,1,45,1,6,0,107,280,24279,0
1,44,1,28,1,6,0,37,80,29434,0
0,29,1,30,1,12,0,152,119,26400,0
1,37,1,15,0,6,1,124,265,21394,1
1,56,1,28,0,24,1,26,289,33667,1
0,54,1,28,1,6,0,26,101,37347,0
0,25,1,46,1,12,0,160,222,40071,0
0,20,1,30,1,12,0,160,223,28896,0
1,26,1,37,0,12,1,152,21,30108,0
1,24,1,33,0,12,1,152,12,34158,0
1,43,1,43,0,6,1,124,171,27518,1
1,47,1,28,0,24,1,26,130,2630,1
0,47,1,48,0,6,1,15,216,2630,0
1,48,1,28,0,6,1,124,88,38960,0
0,23,1,37,0,12,1,160,87,29681,0
1,33,1,28,0,12,1,122,51,35186,0
0,44,1,28,0,24,1,26,261,36279,1
1,58,1,28,1,6,1,26,292,47181,0
1,24,1,29,1,12,0,152,177,33624,0
1,23,1,36,0,12,1,151,17,34053,0
1,42,1,18,0,6,1,31,285,31042,0
1,74,1,28,0,6,1,122,182,64872,0
0,53,1,3,0,6,1,124,147,34916,0
1,42,1,11,0,6,1,26,40,60355,1
1,53,1,28,1,6,0,26,23,27217,0
0,53,1,45,0,6,1,26,220,32033,1
1,25,1,2,0,12,0,152,49,31631,0
1,27,1,9,0,12,1,160,99,2630,0
1,51,1,48,0,6,1,26,62,2630,0
1,45,1,37,0,6,1,124,111,23725,0
1,26,1,8,1,12,0,152,90,73007,0
0,73,1,28,1,6,0,124,217,37241,0
1,36,1,28,1,6,1,156,195,2630,0
1,29,1,29,0,6,0,124,294,28862,0
0,51,1,46,0,6,1,26,223,34387,0
1,36,1,28,0,6,1,55,294,2630,0
0,42,1,28,1,6,0,23,44,29396,0
1,30,1,30,0,12,1,156,165,2630,0
0,47,1,22,0,6,1,163,138,2630,1
1,25,1,29,1,12,0,152,251,32473,0
1,64,1,8,0,6,1,124,295,29448,0
1,48,1,15,0,6,1,157,219,2630,0
0,71,1,28,0,6,1,152,227,42665,0
0,51,1,28,0,6,1,26,153,31738,0
0,70,1,46,1,6,0,124,56,30694,0
0,24,1,41,1,12,0,152,55,23017,0
1,45,1,28,0,6,1,125,134,39915,0
0,43,1,28,0,6,1,52,118,44189,0
1,21,1,13,0,12,1,152,128,19618,1
0,44,1,28,0,6,1,26,64,70905,1
1,43,1,28,0,6,1,26,232,49017,0
0,55,1,37,0,24,1,26,176,34350,0
1,50,1,11,0,6,1,120,111,30718,0
1,21,1,8,1,12,0,160,93,32978,0
1,29,1,28,1,12,0,152,223,29254,0
1,39,1,38,1,6,0,124,126,29063,0
0,34,1,18,0,6,1,124,82,27036,0
1,74,1,29,1,6,0,135,59,51429,0
0,43,1,8,1,6,0,124,79,29369,0
1,56,1,28,0,6,1,61,288,41436,0
1,53,1,8,0,6,1,124,297,33474,0
0,55,1,46,0,6,1,11,61,67237,0
0,23,1,46,1,12,0,152,250,27913,0
0,20,1,46,1,12,1,160,37,2630,0
1,42,1,8,0,6,0,124,140,31960,0
1,22,1,29,1,12,0,152,147,35381,0
0,22,1,29,1,12,0,152,152,32474,0
0,79,1,28,0,6,1,156,223,2630,0
1,66,1,28,0,6,1,124,91,41196,1
1,74,1,28,0,24,1,13,66,51564,0
1,25,1,28,0,6,1,156,19,41976,0
1,28,1,35,1,12,0,152,135,45997,0
0,43,1,28,0,24,1,150,133,27356,1
0,29,1,30,1,12,0,152,10,29633,0
0,35,1,36,0,6,1,124,49,2630,1
1,53,1,41,0,6,1,156,177,2630,1
1,22,1,9,1,12,0,26,234,2630,0
1,40,1,36,0,6,1,124,146,2630,1
1,46,1,14,0,6,1,26,260,24850,0
1,23,1,39,1,12,0,152,265,52481,0
0,44,1,28,0,6,1,124,292,35924,0
0,22,1,12,1,12,0,152,176,47329,0
1,48,1,28,0,6,1,26,62,35611,0
1,71,1,8,1,6,0,26,153,55878,0
0,23,1,30,1,12,0,152,87,26268,0
1,25,1,46,0,12,1,160,210,2630,0
1,24,1,8,1,12,0,152,136,47975,0
1,37,1,29,0,6,1,156,141,2630,0
1,31,1,3,1,12,0,152,231,20808,0
1,75,1,8,0,6,1,124,158,45488,0
1,34,1,3,1,6,0,152,12,22748,0
1,58,1,39,1,6,0,124,163,2630,0
0,32,1,46,0,12,1,124,126,23846,1
1,29,1,26,0,12,1,152,181,26344,0
1,41,1,28,1,6,0,31,42,40426,0
1,25,1,37,1,12,0,152,20,34371,0
0,25,1,8,1,12,0,152,145,33399,0
1,52,1,28,0,6,1,26,130,25542,0
1,23,1,37,0,12,0,152,40,34295,0
1,21,1,8,0,12,1,152,250,2630,0
1,43,1,8,0,24,1,26,297,55911,1
1,57,1,26,0,6,1,22,238,31264,0
1,44,1,30,0,6,1,124,275,41176,0
1,34,1,2,0,6,1,156,29,2630,0
1,24,1,39,1,12,0,152,272,61618,0
0,59,1,3,1,6,0,26,270,26738,0
1,49,1,25,0,6,1,124,188,28863,0
1,23,1,28,0,12,1,156,220,45473,1
0,20,1,17,1,12,0,160,273,33321,0
1,57,1,29,0,6,1,26,84,37311,0
1,24,1,8,0,12,0,152,231,55904,0
0,23,1,47,0,12,0,26,29,57982,0
0,27,1,21,1,12,0,152,285,33517,0
0,31,1,8,0,12,1,160,99,2630,0
0,23,1,46,1,12,0,26,275,19984,0
0,40,1,23,0,6,1,13,284,31337,0
1,64,1,28,0,6,0,157,189,2630,0
0,25,1,24,1,12,0,152,221,34194,0
0,63,1,8,0,6,1,152,185,2630,0
1,43,1,15,0,6,1,124,119,32634,1
0,28,1,28,1,12,0,152,266,51498,0
1,39,1,13,0,6,1,156,134,2630,0
0,38,1,28,1,6,0,26,247,32804,0
1,70,1,20,1,6,0,124,298,2630,0
1,56,1,28,0,6,1,156,180,39502,0
1,69,1,28,0,24,1,26,71,40577,0
1,42,1,28,0,6,0,26,284,51217,0
0,22,1,36,0,12,0,152,200,35127,0
0,39,1,28,0,6,1,152,22,67831,1
0,26,1,33,1,12,0,152,27,31382,0
1,25,1,11,0,6,1,26,270,25116,0
0,45,1,46,0,6,1,124,62,33384,0
0,26,1,18,1,12,0,152,154,25820,0
0,20,1,15,0,12,1,160,151,39685,0
0,26,1,35,0,12,1,26,146,2630,0
1,52,1,28,0,24,1,154,14,2630,0
1,23,1,8,0,6,1,124,196,2630,1
0,21,1,50,1,12,0,152,298,44637,0
1,47,1,15,1,6,0,152,262,34665,0
1,43,1,28,0,6,1,124,204,43998,1
1,26,1,28,1,12,1,154,260,26872,0
0,48,1,28,0,6,1,26,81,56809,1
1,36,1,39,0,6,1,124,220,32182,0
1,43,1,28,0,6,0,122,267,29600,0
1,56,1,28,0,6,1,26,214,40639,1
1,22,1,44,1,12,0,152,224,2630,0
1,55,1,28,0,6,1,26,297,33747,1
1,58,1,28,0,6,1,124,270,29623,0
1,30,1,28,0,12,1,152,192,27316,0
1,26,1,35,1,12,0,152,280,38316,0
0,23,1,46,1,12,0,26,291,22166,0
0,23,1,47,1,12,0,26,111,16322,0
1,62,1,8,0,6,1,124,157,2630,0
1,37,1,41,0,6,1,26,179,21675,0
1,31,1,15,0,12,1,26,274,37432,1
1,53,1,8,0,6,1,30,155,29068,0
1,37,1,24,1,6,0,154,12,38891,0
0,29,1,41,1,6,0,136,232,40354,0
0,45,1,28,0,6,1,122,294,39944,0
0,48,1,37,1,6,0,160,108,2630,0
1,62,1,14,0,6,1,26,139,27438,0
1,24,1,24,1,12,0,152,146,2630,0
0,35,1,21,0,6,0,124,65,32063,0
1,45,1,28,1,6,0,26,124,133098,0
1,49,1,28,0,6,0,26,36,28055,0
1,21,1,3,1,12,1,160,178,21641,1
1,22,1,34,1,12,1,152,18,26297,0
1,44,1,10,0,6,1,160,188,26601,0
0,57,1,28,1,6,0,26,22,34047,0
1,77,1,8,0,6,0,26,146,2630,0
1,34,1,28,0,6,1,124,30,31412,0
1,42,1,28,1,6,0,124,200,2630,0
1,68,1,41,0,6,1,12,242,34110,0
0,24,1,39,1,12,0,152,110,67473,0
1,31,1,46,0,12,1,156,251,21137,0
1,50,1,28,1,6,0,62,78,42656,0
1,71,1,43,0,6,1,26,144,2630,0
0,58,1,8,0,6,0,124,167,36687,0
1,22,1,14,1,12,0,152,163,30457,0
1,27,1,29,1,12,0,152,106,26602,0
0,21,1,30,1,12,0,160,121,32579,0
1,43,1,8,0,6,1,124,87,43338,0
0,22,1,32,1,12,0,152,48,32398,0
1,24,1,28,1,12,0,152,204,49557,0
0,41,1,28,0,6,1,163,177,34454,0
0,25,1,30,1,12,0,152,84,24783,0
1,27,1,36,0,12,0,152,104,36219,0
1,43,1,29,1,6,0,26,280,29098,0
1,43,1,1,0,6,1,9,47,2630,0
1,53,1,15,0,6,1,8,189,24474,0
1,20,1,24,0,12,1,160,42,28131,0
1,62,1,39,1,6,0,124,93,36965,0
0,63,1,17,0,6,1,26,296,26856,0
0,26,1,37,1,12,0,152,196,18888,0
1,72,1,8,1,6,0,26,49,39959,0
0,50,1,28,0,24,1,26,15,20082,1
1,28,1,28,0,12,0,152,119,43767,0
0,49,1,35,1,6,0,26,266,32234,0
1,34,1,28,0,6,0,122,110,22993,0
1,46,1,28,0,24,1,26,287,54271,0
0,23,1,29,1,12,0,152,114,21512,0
0,74,1,23,0,6,1,124,185,28392,0
0,33,1,47,0,12,1,156,110,2630,0
1,23,1,6,1,12,0,152,173,18950,0
1,28,1,29,0,12,1,152,229,34245,0
0,53,1,33,1,6,0,138,268,2630,0
0,51,1,48,0,6,1,26,42,2630,0
1,25,1,32,0,12,0,152,268,2630,0
1,40,1,8,1,6,0,156,267,2630,0
0,26,1,30,1,12,0,152,68,21813,0
1,28,1,36,1,12,0,152,47,2630,0
1,37,1,28,0,6,1,122,213,29130,0
0,22,1,25,1,12,0,152,78,26028,0
1,48,1,28,1,6,0,31,209,50030,0
1,21,1,45,1,12,0,152,21,25093,0
0,39,1,18,0,6,0,156,298,30576,0
1,61,1,36,0,6,1,26,73,33829,0
0,57,1,23,1,6,0,124,196,19996,0
1,23,1,28,1,12,0,152,124,32304,0
1,30,1,28,0,12,1,13,88,45969,1
1,52,1,33,0,6,1,26,56,29634,0
1,46,1,46,1,6,1,11,22,30441,0
1,26,1,33,1,12,0,152,161,22857,0
0,63,1,39,1,6,0,26,247,2630,0
1,22,1,26,1,12,0,152,288,30869,0
0,46,1,28,1,6,0,124,274,27433,0
0,23,1,45,1,12,0,152,143,2630,0
1,22,1,34,1,6,1,124,42,34867,0
1,33,1,28,0,12,1,156,91,2630,1
0,21,1,3,1,12,0,160,187,33727,0
1,39,1,28,0,6,1,52,47,42893,1
0,24,1,28,0,12,1,124,169,46014,1
0,24,1,46,1,12,0,152,47,2630,0
1,25,1,28,1,12,0,152,25,38644,0
1,23,1,28,1,12,0,152,298,69856,0
0,25,1,28,1,12,0,153,122,28958,0
0,43,1,28,0,6,1,124,140,40088,0
0,21,1,13,1,12,0,160,35,17895,0
0,24,1,30,1,12,0,152,44,28510,0
1,59,1,5,1,6,0,122,215,2630,0
0,26,1,41,1,12,0,152,117,27463,0
1,69,1,28,0,24,1,26,79,2630,1
0,48,1,8,1,6,0,152,143,33720,0
1,40,1,30,0,6,1,152,81,26817,1
1,48,1,4,0,24,1,131,59,22944,0
1,24,1,28,1,12,0,153,14,2630,0
1,50,1,28,0,6,1,26,259,26488,0
1,47,1,33,0,6,1,26,168,32007,0
1,28,1,50,0,12,1,152,73,28805,0
0,23,1,46,1,12,0,160,104,37677,0
0,24,1,2,0,12,0,152,191,32803,0
1,57,1,28,0,6,1,124,91,37410,0
0,48,1,47,0,6,1,125,202,29797,0
0,27,1,8,0,12,1,124,35,39837,1
1,79,1,28,0,6,1,26,247,103026,0
1,49,1,33,1,6,0,160,108,2630,0
1,60,1,28,0,6,1,124,180,27809,0
0,31,1,41,0,6,1,124,117,38958,1
0,21,1,29,1,12,0,160,177,44722,0
0,20,1,40,0,6,1,158,121,2630,0
1,63,1,37,0,24,1,157,287,2630,0
1,43,1,28,0,6,1,3,265,61042,1
1,58,1,28,0,6,1,26,93,87831,0
1,47,1,28,0,6,1,124,82,26837,1
0,30,1,18,0,6,1,124,32,27724,0
0,23,1,28,0,12,1,152,46,25450,0
0,39,1,41,1,6,0,152,208,25453,0
1,45,1,28,0,6,1,26,52,50119,0
1,49,1,28,1,6,0,122,109,2630,0
0,21,1,46,0,12,0,152,238,26448,0
0,36,1,28,0,6,1,26,147,59243,0
0,47,1,28,0,6,1,124,35,29114,1
0,22,1,15,1,12,0,152,195,40877,0
1,24,1,29,1,12,1,26,219,36615,0
0,24,1,41,1,12,0,152,239,33676,0
1,44,1,8,1,6,0,26,195,44893,0
0,39,1,48,0,6,0,157,27,2630,0
0,31,1,30,1,12,0,152,55,28920,0
1,25,1,28,0,12,0,152,32,43065,0
0,47,1,28,0,24,1,26,63,49614,0
0,30,1,30,1,12,0,152,130,29659,0
1,24,1,17,1,12,0,152,287,28839,0
0,25,1,30,1,12,0,152,43,46419,0
0,77,1,8,1,6,0,7,185,63452,0
1,26,1,28,1,12,0,152,83,49803,0
0,25,1,36,1,12,0,152,255,30756,0
1,23,1,8,0,12,1,152,220,32270,0
1,47,1,19,0,6,1,157,243,34905,1
1,21,1,3,1,12,0,160,137,22414,0
0,43,1,29,0,6,0,135,256,2630,0
1,37,1,50,1,6,0,124,116,27812,0
1,21,1,29,0,6,1,124,240,40940,1
0,39,1,14,1,6,0,26,31,40861,0
0,37,1,1,1,6,0,124,70,2630,0
1,28,1,28,1,12,0,160,162,2630,0
0,36,1,28,0,6,0,124,192,76536,0
0,67,1,28,0,24,1,122,95,37615,0
0,79,1,28,0,6,1,124,16,37330,0
1,22,1,10,1,12,1,160,140,2630,0
1,67,1,13,1,6,0,124,12,35236,0
1,31,1,28,0,6,1,157,134,2630,0
0,23,1,45,1,12,0,152,61,26489,0
1,71,1,3,0,6,1,129,280,34822,0
1,36,1,15,1,6,0,124,87,2630,0
1,20,1,46,1,12,0,160,249,35778,0
0,22,1,24,0,12,1,152,83,33138,0
